5.400000000000000000e+01 3.888000000000000114e+02
5.400000000000000000e+01 3.969000000000000341e+02
5.130000000000000426e+01 3.996000000000000227e+02
4.860000000000000142e+01 4.212000000000000455e+02
4.860000000000000142e+01 4.293000000000000114e+02
5.940000000000000568e+01 4.401000000000000227e+02
7.830000000000001137e+01 4.428000000000000114e+02
8.910000000000000853e+01 4.455000000000000568e+02
1.242000000000000028e+02 4.482000000000000455e+02
1.377000000000000171e+02 4.536000000000000227e+02
1.269000000000000057e+02 4.563000000000000114e+02
1.134000000000000057e+02 4.617000000000000455e+02
8.100000000000000000e+01 4.698000000000000114e+02
7.290000000000000568e+01 4.698000000000000114e+02
6.750000000000000000e+01 4.671000000000000227e+02
6.210000000000000142e+01 4.617000000000000455e+02
4.050000000000000000e+01 4.536000000000000227e+02
3.510000000000000142e+01 4.563000000000000114e+02
2.970000000000000284e+01 4.590000000000000568e+02
2.700000000000000000e+01 4.644000000000000341e+02
2.970000000000000284e+01 4.698000000000000114e+02
3.240000000000000568e+01 4.752000000000000455e+02
4.050000000000000000e+01 4.833000000000000114e+02
5.670000000000000284e+01 4.914000000000000341e+02
6.480000000000001137e+01 4.941000000000000227e+02
7.290000000000000568e+01 4.914000000000000341e+02
7.830000000000001137e+01 5.049000000000000341e+02
8.370000000000000284e+01 5.076000000000000227e+02
9.450000000000000000e+01 5.130000000000000000e+02
1.026000000000000085e+02 5.130000000000000000e+02
1.242000000000000028e+02 4.941000000000000227e+02
1.485000000000000000e+02 4.698000000000000114e+02
1.566000000000000227e+02 4.833000000000000114e+02
1.674000000000000057e+02 4.968000000000000114e+02
1.809000000000000057e+02 5.103000000000000114e+02
1.863000000000000114e+02 5.130000000000000000e+02
2.241000000000000227e+02 5.103000000000000114e+02
2.349000000000000057e+02 5.157000000000000455e+02
2.511000000000000227e+02 5.238000000000000682e+02
2.592000000000000455e+02 5.238000000000000682e+02
2.673000000000000114e+02 5.265000000000000000e+02
2.916000000000000227e+02 5.427000000000000455e+02
2.943000000000000114e+02 5.427000000000000455e+02
2.997000000000000455e+02 5.454000000000000909e+02
3.024000000000000341e+02 5.562000000000000455e+02
3.213000000000000114e+02 5.751000000000000227e+02
3.321000000000000227e+02 5.805000000000000000e+02
3.483000000000000114e+02 5.886000000000000227e+02
3.753000000000000114e+02 5.886000000000000227e+02
3.807000000000000455e+02 5.940000000000000000e+02
3.861000000000000227e+02 5.967000000000000455e+02
3.942000000000000455e+02 5.967000000000000455e+02
4.023000000000000114e+02 5.940000000000000000e+02
4.077000000000000455e+02 5.913000000000000682e+02
4.104000000000000341e+02 5.832000000000000455e+02
4.050000000000000000e+02 5.778000000000000682e+02
3.996000000000000227e+02 5.751000000000000227e+02
3.942000000000000455e+02 5.724000000000000909e+02
3.861000000000000227e+02 5.697000000000000455e+02
3.807000000000000455e+02 5.697000000000000455e+02
3.726000000000000227e+02 5.697000000000000455e+02
3.564000000000000341e+02 5.454000000000000909e+02
3.402000000000000455e+02 5.292000000000000455e+02
3.321000000000000227e+02 5.265000000000000000e+02
3.348000000000000114e+02 5.238000000000000682e+02
3.294000000000000341e+02 5.184000000000000909e+02
3.240000000000000000e+02 5.157000000000000455e+02
3.186000000000000227e+02 5.130000000000000000e+02
3.132000000000000455e+02 5.130000000000000000e+02
3.078000000000000114e+02 5.103000000000000114e+02
3.024000000000000341e+02 5.076000000000000227e+02
2.997000000000000455e+02 5.049000000000000341e+02
2.970000000000000000e+02 4.968000000000000114e+02
2.916000000000000227e+02 4.941000000000000227e+02
2.808000000000000114e+02 4.914000000000000341e+02
2.592000000000000455e+02 4.860000000000000568e+02
2.268000000000000114e+02 4.860000000000000568e+02
2.160000000000000000e+02 4.752000000000000455e+02
2.052000000000000171e+02 4.590000000000000568e+02
1.998000000000000114e+02 4.536000000000000227e+02
1.944000000000000057e+02 4.536000000000000227e+02
1.890000000000000000e+02 4.482000000000000455e+02
1.836000000000000227e+02 4.455000000000000568e+02
1.755000000000000000e+02 4.428000000000000114e+02
1.485000000000000000e+02 4.428000000000000114e+02
1.134000000000000057e+02 4.104000000000000341e+02
1.026000000000000085e+02 4.077000000000000455e+02
8.640000000000000568e+01 4.077000000000000455e+02
7.560000000000000853e+01 4.050000000000000000e+02
5.940000000000000568e+01 3.888000000000000114e+02
