2.430000000000000284e+02 2.700000000000000178e+00
2.403000000000000114e+02 5.400000000000000355e+00
2.268000000000000114e+02 5.400000000000000355e+00
2.241000000000000227e+02 1.350000000000000000e+01
2.160000000000000000e+02 1.080000000000000071e+01
1.998000000000000114e+02 1.350000000000000000e+01
1.701000000000000227e+02 1.890000000000000213e+01
1.593000000000000114e+02 2.160000000000000142e+01
1.512000000000000171e+02 2.700000000000000000e+01
1.269000000000000057e+02 2.700000000000000000e+01
1.215000000000000142e+02 2.970000000000000284e+01
9.720000000000000284e+01 4.590000000000000568e+01
8.910000000000000853e+01 5.130000000000000426e+01
8.370000000000000284e+01 5.670000000000000284e+01
8.100000000000000000e+01 6.210000000000000142e+01
7.830000000000001137e+01 7.560000000000000853e+01
7.290000000000000568e+01 8.640000000000000568e+01
6.480000000000001137e+01 8.640000000000000568e+01
4.320000000000000284e+01 1.080000000000000000e+02
4.590000000000000568e+01 1.512000000000000171e+02
4.320000000000000284e+01 1.566000000000000227e+02
4.050000000000000000e+01 1.620000000000000000e+02
2.700000000000000000e+01 1.809000000000000057e+02
2.160000000000000142e+01 1.944000000000000057e+02
8.100000000000001421e+00 2.133000000000000114e+02
5.400000000000000355e+00 2.214000000000000057e+02
2.700000000000000178e+00 2.538000000000000114e+02
5.400000000000000355e+00 3.186000000000000227e+02
1.620000000000000284e+01 3.186000000000000227e+02
2.700000000000000000e+01 3.078000000000000114e+02
2.160000000000000142e+01 3.024000000000000341e+02
2.160000000000000142e+01 2.970000000000000000e+02
2.700000000000000000e+01 2.835000000000000000e+02
3.780000000000000426e+01 2.619000000000000341e+02
3.780000000000000426e+01 2.484000000000000057e+02
3.510000000000000142e+01 2.349000000000000057e+02
3.240000000000000568e+01 2.322000000000000171e+02
3.510000000000000142e+01 2.214000000000000057e+02
4.590000000000000568e+01 2.187000000000000171e+02
6.750000000000000000e+01 1.971000000000000227e+02
7.020000000000000284e+01 1.917000000000000171e+02
7.020000000000000284e+01 1.863000000000000114e+02
7.290000000000000568e+01 1.809000000000000057e+02
8.370000000000000284e+01 1.701000000000000227e+02
8.100000000000000000e+01 1.539000000000000057e+02
8.100000000000000000e+01 1.458000000000000114e+02
8.910000000000000853e+01 1.296000000000000227e+02
9.720000000000000284e+01 1.134000000000000057e+02
1.134000000000000057e+02 7.830000000000001137e+01
1.161000000000000085e+02 7.020000000000000284e+01
1.215000000000000142e+02 6.750000000000000000e+01
1.242000000000000028e+02 6.750000000000000000e+01
1.431000000000000227e+02 5.670000000000000284e+01
1.485000000000000000e+02 5.130000000000000426e+01
1.485000000000000000e+02 4.860000000000000142e+01
1.620000000000000000e+02 4.320000000000000284e+01
1.890000000000000000e+02 4.050000000000000000e+01
2.025000000000000000e+02 3.780000000000000426e+01
2.160000000000000000e+02 3.240000000000000568e+01
2.241000000000000227e+02 2.970000000000000284e+01
2.376000000000000227e+02 3.240000000000000568e+01
2.430000000000000284e+02 2.970000000000000284e+01
2.484000000000000057e+02 2.700000000000000000e+01
2.619000000000000341e+02 1.890000000000000213e+01
2.700000000000000000e+02 1.080000000000000071e+01
2.673000000000000114e+02 2.700000000000000178e+00
